"","activity"
"8866","SITTING"
"8867","SITTING"
"8868","SITTING"
"8869","SITTING"
"8870","SITTING"
"8871","SITTING"
"8872","SITTING"
"8873","SITTING"
"8874","SITTING"
"8875","SITTING"
"8876","SITTING"
"8877","SITTING"
"8878","SITTING"
"8879","SITTING"
"8880","SITTING"
"8881","SITTING"
"8882","SITTING"
"8883","SITTING"
"8884","SITTING"
"8885","SITTING"
"8886","SITTING"
"8887","SITTING"
"8888","LAYING"
"8889","LAYING"
"8890","LAYING"
"8891","LAYING"
"8892","LAYING"
"8893","LAYING"
"8894","LAYING"
"8895","LAYING"
"8896","LAYING"
"8897","LAYING"
"8898","LAYING"
"8899","LAYING"
"8900","LAYING"
"8901","LAYING"
"8902","LAYING"
"8903","LAYING"
"8904","LAYING"
"8905","LAYING"
"8906","LAYING"
"8907","LAYING"
"8908","LAYING"
"8909","LAYING"
"8910","LAYING"
"8911","LAYING"
"8912","LAYING"
"8913","LAYING"
"8914","LAYING"
"8915","LAYING"
"8916","LAYING"
"8917","LAYING"
"8918","LAYING"
"8919","LAYING"
"8920","LAYING"
"8921","LAYING"
"8922","LAYING"
"8923","LAYING"
"8924","WALKING"
"8925","WALKING"
"8926","WALKING"
"8927","WALKING"
"8928","WALKING"
"8929","WALKING"
"8930","WALKING"
"8931","WALKING"
"8932","WALKING"
"8933","WALKING"
"8934","WALKING"
"8935","WALKING"
"8936","WALKING"
"8937","WALKING"
"8938","WALKING"
"8939","WALKING"
"8940","WALKING"
"8941","WALKING"
"8942","WALKING"
"8943","WALKING"
"8944","WALKING"
"8945","WALKING"
"8946","WALKING"
"8947","WALKING"
"8948","WALKING"
"8949","WALKING"
"8950","WALKING"
"8951","WALKING"
"8952","WALKING_DOWNSTAIRS"
"8953","WALKING_DOWNSTAIRS"
"8954","WALKING_DOWNSTAIRS"
"8955","WALKING_DOWNSTAIRS"
"8956","WALKING_DOWNSTAIRS"
"8957","WALKING_DOWNSTAIRS"
"8958","WALKING_DOWNSTAIRS"
"8959","WALKING_DOWNSTAIRS"
"8960","WALKING_DOWNSTAIRS"
"8961","WALKING_DOWNSTAIRS"
"8962","WALKING_DOWNSTAIRS"
"8963","WALKING_DOWNSTAIRS"
"8964","WALKING_DOWNSTAIRS"
"8965","WALKING_DOWNSTAIRS"
"8966","WALKING_DOWNSTAIRS"
"8967","WALKING_DOWNSTAIRS"
"8968","WALKING_DOWNSTAIRS"
"8969","WALKING_DOWNSTAIRS"
"8970","WALKING_DOWNSTAIRS"
"8971","WALKING_DOWNSTAIRS"
"8972","WALKING_DOWNSTAIRS"
"8973","WALKING_DOWNSTAIRS"
"8974","WALKING_UPSTAIRS"
"8975","WALKING_UPSTAIRS"
"8976","WALKING_UPSTAIRS"
"8977","WALKING_UPSTAIRS"
"8978","WALKING_UPSTAIRS"
"8979","WALKING_UPSTAIRS"
"8980","WALKING_UPSTAIRS"
"8981","WALKING_UPSTAIRS"
"8982","WALKING_UPSTAIRS"
"8983","WALKING_UPSTAIRS"
"8984","WALKING_UPSTAIRS"
"8985","WALKING_UPSTAIRS"
"8986","WALKING_UPSTAIRS"
"8987","WALKING_UPSTAIRS"
"8988","WALKING_UPSTAIRS"
"8989","WALKING_UPSTAIRS"
"8990","WALKING_UPSTAIRS"
"8991","WALKING_UPSTAIRS"
"8992","WALKING_UPSTAIRS"
"8993","WALKING_UPSTAIRS"
"8994","WALKING_UPSTAIRS"
"8995","WALKING_UPSTAIRS"
"8996","WALKING_UPSTAIRS"
"8997","WALKING_UPSTAIRS"
"8998","WALKING_UPSTAIRS"
"8999","STANDING"
"9000","STANDING"
"9001","STANDING"
"9002","STANDING"
"9003","STANDING"
"9004","STANDING"
"9005","STANDING"
"9006","STANDING"
"9007","STANDING"
"9008","STANDING"
"9009","STANDING"
"9010","STANDING"
"9011","STANDING"
"9012","STANDING"
"9013","STANDING"
"9014","STANDING"
"9015","STANDING"
"9016","STANDING"
"9017","STANDING"
"9018","STANDING"
"9019","STANDING"
"9020","STANDING"
"9021","STANDING"
"9022","STANDING"
"9023","STANDING"
"9024","STANDING"
"9025","STANDING"
"9026","STANDING"
"9027","STANDING"
"9028","STANDING"
"9029","STANDING"
"9030","STANDING"
"9031","STANDING"
"9032","STANDING"
"9033","STANDING"
"9034","STANDING"
"9035","STANDING"
"9036","STANDING"
"9037","STANDING"
"9038","STANDING"
"9039","STANDING"
"9040","STANDING"
"9041","STANDING"
"9042","STANDING"
"9043","SITTING"
"9044","SITTING"
"9045","SITTING"
"9046","SITTING"
"9047","SITTING"
"9048","SITTING"
"9049","SITTING"
"9050","SITTING"
"9051","SITTING"
"9052","SITTING"
"9053","SITTING"
"9054","SITTING"
"9055","SITTING"
"9056","SITTING"
"9057","SITTING"
"9058","SITTING"
"9059","SITTING"
"9060","SITTING"
"9061","SITTING"
"9062","SITTING"
"9063","SITTING"
"9064","SITTING"
"9065","SITTING"
"9066","SITTING"
"9067","SITTING"
"9068","SITTING"
"9069","SITTING"
"9070","SITTING"
"9071","SITTING"
"9072","SITTING"
"9073","SITTING"
"9074","SITTING"
"9075","SITTING"
"9076","LAYING"
"9077","LAYING"
"9078","LAYING"
"9079","LAYING"
"9080","LAYING"
"9081","LAYING"
"9082","LAYING"
"9083","LAYING"
"9084","LAYING"
"9085","LAYING"
"9086","LAYING"
"9087","LAYING"
"9088","LAYING"
"9089","LAYING"
"9090","LAYING"
"9091","LAYING"
"9092","LAYING"
"9093","LAYING"
"9094","LAYING"
"9095","LAYING"
"9096","LAYING"
"9097","LAYING"
"9098","LAYING"
"9099","LAYING"
"9100","LAYING"
"9101","LAYING"
"9102","LAYING"
"9103","LAYING"
"9104","LAYING"
"9105","LAYING"
"9106","LAYING"
"9107","LAYING"
"9108","LAYING"
"9109","LAYING"
"9110","LAYING"
"9111","LAYING"
"9112","LAYING"
"9113","LAYING"
"9114","WALKING"
"9115","WALKING"
"9116","WALKING"
"9117","WALKING"
"9118","WALKING"
"9119","WALKING"
"9120","WALKING"
"9121","WALKING"
"9122","WALKING"
"9123","WALKING"
"9124","WALKING"
"9125","WALKING"
"9126","WALKING"
"9127","WALKING"
"9128","WALKING"
"9129","WALKING"
"9130","WALKING"
"9131","WALKING"
"9132","WALKING"
"9133","WALKING"
"9134","WALKING"
"9135","WALKING"
"9136","WALKING"
"9137","WALKING"
"9138","WALKING"
"9139","WALKING"
"9140","WALKING"
"9141","WALKING"
"9142","WALKING"
"9143","WALKING_DOWNSTAIRS"
"9144","WALKING_DOWNSTAIRS"
"9145","WALKING_DOWNSTAIRS"
"9146","WALKING_DOWNSTAIRS"
"9147","WALKING_DOWNSTAIRS"
"9148","WALKING_DOWNSTAIRS"
"9149","WALKING_DOWNSTAIRS"
"9150","WALKING_DOWNSTAIRS"
"9151","WALKING_DOWNSTAIRS"
"9152","WALKING_DOWNSTAIRS"
"9153","WALKING_DOWNSTAIRS"
"9154","WALKING_DOWNSTAIRS"
"9155","WALKING_DOWNSTAIRS"
"9156","WALKING_DOWNSTAIRS"
"9157","WALKING_DOWNSTAIRS"
"9158","WALKING_DOWNSTAIRS"
"9159","WALKING_DOWNSTAIRS"
"9160","WALKING_DOWNSTAIRS"
"9161","WALKING_DOWNSTAIRS"
"9162","WALKING_DOWNSTAIRS"
"9163","WALKING_DOWNSTAIRS"
"9164","WALKING_DOWNSTAIRS"
"9165","WALKING_UPSTAIRS"
"9166","WALKING_UPSTAIRS"
"9167","WALKING_UPSTAIRS"
"9168","WALKING_UPSTAIRS"
"9169","WALKING_UPSTAIRS"
"9170","WALKING_UPSTAIRS"
"9171","WALKING_UPSTAIRS"
"9172","WALKING_UPSTAIRS"
"9173","WALKING_UPSTAIRS"
"9174","WALKING_UPSTAIRS"
"9175","WALKING_UPSTAIRS"
"9176","WALKING_UPSTAIRS"
"9177","WALKING_UPSTAIRS"
"9178","WALKING_UPSTAIRS"
"9179","WALKING_UPSTAIRS"
"9180","WALKING_UPSTAIRS"
"9181","WALKING_UPSTAIRS"
"9182","WALKING_UPSTAIRS"
"9183","WALKING_UPSTAIRS"
"9184","WALKING_UPSTAIRS"
"9185","WALKING_UPSTAIRS"
"9186","WALKING_UPSTAIRS"
"9187","WALKING_UPSTAIRS"
"9188","WALKING_UPSTAIRS"
"9189","WALKING_UPSTAIRS"
"9190","WALKING_UPSTAIRS"
"9191","STANDING"
"9192","STANDING"
"9193","STANDING"
"9194","STANDING"
"9195","STANDING"
"9196","STANDING"
"9197","STANDING"
"9198","STANDING"
"9199","STANDING"
"9200","STANDING"
"9201","STANDING"
"9202","STANDING"
"9203","STANDING"
"9204","STANDING"
"9205","STANDING"
"9206","STANDING"
"9207","STANDING"
"9208","STANDING"
"9209","STANDING"
"9210","STANDING"
"9211","STANDING"
"9212","STANDING"
"9213","STANDING"
"9214","STANDING"
"9215","STANDING"
"9216","STANDING"
"9217","STANDING"
"9218","STANDING"
"9219","STANDING"
"9220","STANDING"
"9221","STANDING"
"9222","STANDING"
"9223","STANDING"
"9224","STANDING"
"9225","STANDING"
"9226","STANDING"
"9227","STANDING"
"9228","STANDING"
"9229","STANDING"
"9230","STANDING"
"9231","STANDING"
"9232","STANDING"
"9233","STANDING"
"9234","SITTING"
"9235","SITTING"
"9236","SITTING"
"9237","SITTING"
"9238","SITTING"
"9239","SITTING"
"9240","SITTING"
"9241","SITTING"
"9242","SITTING"
"9243","SITTING"
"9244","SITTING"
"9245","SITTING"
"9246","SITTING"
"9247","SITTING"
"9248","SITTING"
"9249","SITTING"
"9250","SITTING"
"9251","SITTING"
"9252","SITTING"
"9253","SITTING"
"9254","SITTING"
"9255","SITTING"
"9256","SITTING"
"9257","SITTING"
"9258","SITTING"
"9259","SITTING"
"9260","SITTING"
"9261","SITTING"
"9262","SITTING"
"9263","SITTING"
"9264","SITTING"
"9265","SITTING"
"9266","SITTING"
"9267","SITTING"
"9268","SITTING"
"9269","SITTING"
"9270","SITTING"
"9271","SITTING"
"9272","SITTING"
"9273","SITTING"
"9274","SITTING"
"9275","SITTING"
"9276","SITTING"
"9277","LAYING"
"9278","LAYING"
"9279","LAYING"
"9280","LAYING"
"9281","LAYING"
"9282","LAYING"
"9283","LAYING"
"9284","LAYING"
"9285","LAYING"
"9286","LAYING"
"9287","LAYING"
"9288","LAYING"
"9289","LAYING"
"9290","LAYING"
"9291","LAYING"
"9292","LAYING"
"9293","LAYING"
"9294","LAYING"
"9295","LAYING"
"9296","LAYING"
"9297","LAYING"
"9298","LAYING"
"9299","LAYING"
"9300","LAYING"
"9301","LAYING"
"9302","LAYING"
"9303","LAYING"
"9304","LAYING"
"9305","LAYING"
"9306","LAYING"
"9307","LAYING"
"9308","LAYING"
"9309","LAYING"
"9310","LAYING"
"9311","LAYING"
"9312","LAYING"
"9313","LAYING"
"9314","LAYING"
"9315","LAYING"
"9316","LAYING"
"9317","LAYING"
"9318","LAYING"
"9319","WALKING"
"9320","WALKING"
"9321","WALKING"
"9322","WALKING"
"9323","WALKING"
"9324","WALKING"
"9325","WALKING"
"9326","WALKING"
"9327","WALKING"
"9328","WALKING"
"9329","WALKING"
"9330","WALKING"
"9331","WALKING"
"9332","WALKING"
"9333","WALKING"
"9334","WALKING"
"9335","WALKING"
"9336","WALKING"
"9337","WALKING"
"9338","WALKING"
"9339","WALKING"
"9340","WALKING"
"9341","WALKING"
"9342","WALKING"
"9343","WALKING"
"9344","WALKING"
"9345","WALKING"
"9346","WALKING"
"9347","WALKING_DOWNSTAIRS"
"9348","WALKING_DOWNSTAIRS"
"9349","WALKING_DOWNSTAIRS"
"9350","WALKING_DOWNSTAIRS"
"9351","WALKING_DOWNSTAIRS"
"9352","WALKING_DOWNSTAIRS"
"9353","WALKING_DOWNSTAIRS"
"9354","WALKING_DOWNSTAIRS"
"9355","WALKING_UPSTAIRS"
"9356","WALKING_UPSTAIRS"
"9357","WALKING_UPSTAIRS"
"9358","WALKING_UPSTAIRS"
"9359","WALKING_UPSTAIRS"
"9360","WALKING_UPSTAIRS"
"9361","WALKING_UPSTAIRS"
"9362","WALKING_UPSTAIRS"
"9363","WALKING_UPSTAIRS"
"9364","WALKING_DOWNSTAIRS"
"9365","WALKING_DOWNSTAIRS"
"9366","WALKING_DOWNSTAIRS"
"9367","WALKING_DOWNSTAIRS"
"9368","WALKING_DOWNSTAIRS"
"9369","WALKING_DOWNSTAIRS"
"9370","WALKING_DOWNSTAIRS"
"9371","WALKING_DOWNSTAIRS"
"9372","WALKING_DOWNSTAIRS"
"9373","WALKING_DOWNSTAIRS"
"9374","WALKING_DOWNSTAIRS"
"9375","WALKING_DOWNSTAIRS"
"9376","WALKING_DOWNSTAIRS"
"9377","WALKING_DOWNSTAIRS"
"9378","WALKING_DOWNSTAIRS"
"9379","WALKING_DOWNSTAIRS"
"9380","WALKING_UPSTAIRS"
"9381","WALKING_UPSTAIRS"
"9382","WALKING_UPSTAIRS"
"9383","WALKING_UPSTAIRS"
"9384","WALKING_UPSTAIRS"
"9385","WALKING_UPSTAIRS"
"9386","WALKING_UPSTAIRS"
"9387","WALKING_UPSTAIRS"
"9388","WALKING_UPSTAIRS"
"9389","WALKING_UPSTAIRS"
"9390","WALKING_UPSTAIRS"
"9391","WALKING_UPSTAIRS"
"9392","WALKING_UPSTAIRS"
"9393","WALKING_UPSTAIRS"
"9394","WALKING_UPSTAIRS"
"9395","WALKING_UPSTAIRS"
"9396","WALKING_UPSTAIRS"
"9397","WALKING_UPSTAIRS"
"9398","WALKING_UPSTAIRS"
"9399","STANDING"
"9400","STANDING"
"9401","STANDING"
"9402","STANDING"
"9403","STANDING"
"9404","STANDING"
"9405","STANDING"
"9406","STANDING"
"9407","STANDING"
"9408","STANDING"
"9409","STANDING"
"9410","STANDING"
"9411","STANDING"
"9412","STANDING"
"9413","STANDING"
"9414","STANDING"
"9415","STANDING"
"9416","STANDING"
"9417","STANDING"
"9418","STANDING"
"9419","STANDING"
"9420","STANDING"
"9421","STANDING"
"9422","STANDING"
"9423","STANDING"
"9424","STANDING"
"9425","STANDING"
"9426","STANDING"
"9427","STANDING"
"9428","STANDING"
"9429","STANDING"
"9430","STANDING"
"9431","STANDING"
"9432","STANDING"
"9433","STANDING"
"9434","STANDING"
"9435","SITTING"
"9436","SITTING"
"9437","SITTING"
"9438","SITTING"
"9439","SITTING"
"9440","SITTING"
"9441","SITTING"
"9442","SITTING"
"9443","SITTING"
"9444","SITTING"
"9445","SITTING"
"9446","SITTING"
"9447","SITTING"
"9448","SITTING"
"9449","SITTING"
"9450","SITTING"
"9451","SITTING"
"9452","SITTING"
"9453","SITTING"
"9454","SITTING"
"9455","SITTING"
"9456","SITTING"
"9457","SITTING"
"9458","SITTING"
"9459","SITTING"
"9460","SITTING"
"9461","SITTING"
"9462","SITTING"
"9463","SITTING"
"9464","LAYING"
"9465","LAYING"
"9466","LAYING"
"9467","LAYING"
"9468","LAYING"
"9469","LAYING"
"9470","LAYING"
"9471","LAYING"
"9472","LAYING"
"9473","LAYING"
"9474","LAYING"
"9475","LAYING"
"9476","LAYING"
"9477","LAYING"
"9478","LAYING"
"9479","LAYING"
"9480","LAYING"
"9481","LAYING"
"9482","LAYING"
"9483","LAYING"
"9484","LAYING"
"9485","LAYING"
"9486","LAYING"
"9487","LAYING"
"9488","LAYING"
"9489","LAYING"
"9490","LAYING"
"9491","LAYING"
"9492","LAYING"
"9493","LAYING"
"9494","LAYING"
"9495","LAYING"
"9496","LAYING"
"9497","LAYING"
"9498","LAYING"
"9499","LAYING"
"9500","LAYING"
"9501","LAYING"
"9502","WALKING"
"9503","WALKING"
"9504","WALKING"
"9505","WALKING"
"9506","WALKING"
"9507","WALKING"
"9508","WALKING"
"9509","WALKING"
"9510","WALKING"
"9511","WALKING"
"9512","WALKING"
"9513","WALKING"
"9514","WALKING"
"9515","WALKING"
"9516","WALKING"
"9517","WALKING"
"9518","WALKING"
"9519","WALKING"
"9520","WALKING"
"9521","WALKING"
"9522","WALKING"
"9523","WALKING"
"9524","WALKING"
"9525","WALKING"
"9526","WALKING"
"9527","WALKING"
"9528","WALKING_DOWNSTAIRS"
"9529","WALKING_DOWNSTAIRS"
"9530","WALKING_DOWNSTAIRS"
"9531","WALKING_DOWNSTAIRS"
"9532","WALKING_DOWNSTAIRS"
"9533","WALKING_DOWNSTAIRS"
"9534","WALKING_DOWNSTAIRS"
"9535","WALKING_DOWNSTAIRS"
"9536","WALKING_DOWNSTAIRS"
"9537","WALKING_DOWNSTAIRS"
"9538","WALKING_DOWNSTAIRS"
"9539","WALKING_DOWNSTAIRS"
"9540","WALKING_DOWNSTAIRS"
"9541","WALKING_DOWNSTAIRS"
"9542","WALKING_DOWNSTAIRS"
"9543","WALKING_DOWNSTAIRS"
"9544","WALKING_DOWNSTAIRS"
"9545","WALKING_DOWNSTAIRS"
"9546","WALKING_DOWNSTAIRS"
"9547","WALKING_DOWNSTAIRS"
"9548","WALKING_DOWNSTAIRS"
"9549","WALKING_DOWNSTAIRS"
"9550","WALKING_UPSTAIRS"
"9551","WALKING_UPSTAIRS"
"9552","WALKING_UPSTAIRS"
"9553","WALKING_UPSTAIRS"
"9554","WALKING_UPSTAIRS"
"9555","WALKING_UPSTAIRS"
"9556","WALKING_UPSTAIRS"
"9557","WALKING_UPSTAIRS"
"9558","WALKING_UPSTAIRS"
"9559","WALKING_UPSTAIRS"
"9560","WALKING_UPSTAIRS"
"9561","WALKING_UPSTAIRS"
"9562","WALKING_UPSTAIRS"
"9563","WALKING_UPSTAIRS"
"9564","WALKING_UPSTAIRS"
"9565","WALKING_UPSTAIRS"
"9566","WALKING_UPSTAIRS"
"9567","WALKING_UPSTAIRS"
"9568","WALKING_UPSTAIRS"
"9569","WALKING_UPSTAIRS"
"9570","WALKING_UPSTAIRS"
"9571","WALKING_UPSTAIRS"
"9572","WALKING_UPSTAIRS"
"9573","STANDING"
"9574","STANDING"
"9575","STANDING"
"9576","STANDING"
"9577","STANDING"
"9578","STANDING"
"9579","STANDING"
"9580","STANDING"
"9581","STANDING"
"9582","STANDING"
"9583","STANDING"
"9584","STANDING"
"9585","STANDING"
"9586","STANDING"
"9587","STANDING"
"9588","STANDING"
"9589","STANDING"
"9590","STANDING"
"9591","STANDING"
"9592","STANDING"
"9593","STANDING"
"9594","STANDING"
"9595","STANDING"
"9596","STANDING"
"9597","STANDING"
"9598","STANDING"
"9599","STANDING"
"9600","STANDING"
"9601","STANDING"
"9602","STANDING"
"9603","STANDING"
"9604","SITTING"
"9605","SITTING"
"9606","SITTING"
"9607","SITTING"
"9608","SITTING"
"9609","SITTING"
"9610","SITTING"
"9611","SITTING"
"9612","SITTING"
"9613","SITTING"
"9614","SITTING"
"9615","SITTING"
"9616","SITTING"
"9617","SITTING"
"9618","SITTING"
"9619","SITTING"
"9620","SITTING"
"9621","SITTING"
"9622","SITTING"
"9623","SITTING"
"9624","SITTING"
"9625","SITTING"
"9626","SITTING"
"9627","SITTING"
"9628","SITTING"
"9629","SITTING"
"9630","SITTING"
"9631","SITTING"
"9632","LAYING"
"9633","LAYING"
"9634","LAYING"
"9635","LAYING"
"9636","LAYING"
"9637","LAYING"
"9638","LAYING"
"9639","LAYING"
"9640","LAYING"
"9641","LAYING"
"9642","LAYING"
"9643","LAYING"
"9644","LAYING"
"9645","LAYING"
"9646","LAYING"
"9647","LAYING"
"9648","LAYING"
"9649","LAYING"
"9650","LAYING"
"9651","LAYING"
"9652","LAYING"
"9653","LAYING"
"9654","LAYING"
"9655","LAYING"
"9656","LAYING"
"9657","LAYING"
"9658","LAYING"
"9659","LAYING"
"9660","LAYING"
"9661","LAYING"
"9662","LAYING"
"9663","LAYING"
"9664","LAYING"
"9665","LAYING"
"9666","LAYING"
"9667","LAYING"
"9668","LAYING"
"9669","LAYING"
"9670","LAYING"
"9671","LAYING"
"9672","WALKING"
"9673","WALKING"
"9674","WALKING"
"9675","WALKING"
"9676","WALKING"
"9677","WALKING"
"9678","WALKING"
"9679","WALKING"
"9680","WALKING"
"9681","WALKING"
"9682","WALKING"
"9683","WALKING"
"9684","WALKING"
"9685","WALKING"
"9686","WALKING"
"9687","WALKING"
"9688","WALKING"
"9689","WALKING"
"9690","WALKING"
"9691","WALKING"
"9692","WALKING"
"9693","WALKING"
"9694","WALKING"
"9695","WALKING"
"9696","WALKING"
"9697","WALKING"
"9698","WALKING_DOWNSTAIRS"
"9699","WALKING_DOWNSTAIRS"
"9700","WALKING_DOWNSTAIRS"
"9701","WALKING_DOWNSTAIRS"
"9702","WALKING_DOWNSTAIRS"
"9703","WALKING_DOWNSTAIRS"
"9704","WALKING_DOWNSTAIRS"
"9705","WALKING_DOWNSTAIRS"
"9706","WALKING_DOWNSTAIRS"
"9707","WALKING_DOWNSTAIRS"
"9708","WALKING_DOWNSTAIRS"
"9709","WALKING_DOWNSTAIRS"
"9710","WALKING_DOWNSTAIRS"
"9711","WALKING_DOWNSTAIRS"
"9712","WALKING_DOWNSTAIRS"
"9713","WALKING_DOWNSTAIRS"
"9714","WALKING_DOWNSTAIRS"
"9715","WALKING_DOWNSTAIRS"
"9716","WALKING_DOWNSTAIRS"
"9717","WALKING_DOWNSTAIRS"
"9718","WALKING_DOWNSTAIRS"
"9719","WALKING_DOWNSTAIRS"
"9720","WALKING_DOWNSTAIRS"
"9721","WALKING_DOWNSTAIRS"
"9722","WALKING_UPSTAIRS"
"9723","WALKING_UPSTAIRS"
"9724","WALKING_UPSTAIRS"
"9725","WALKING_UPSTAIRS"
"9726","WALKING_UPSTAIRS"
"9727","WALKING_UPSTAIRS"
"9728","WALKING_UPSTAIRS"
"9729","WALKING_UPSTAIRS"
"9730","WALKING_UPSTAIRS"
"9731","WALKING_UPSTAIRS"
"9732","WALKING_UPSTAIRS"
"9733","WALKING_UPSTAIRS"
"9734","WALKING_UPSTAIRS"
"9735","WALKING_UPSTAIRS"
"9736","WALKING_UPSTAIRS"
"9737","WALKING_UPSTAIRS"
"9738","WALKING_UPSTAIRS"
"9739","WALKING_UPSTAIRS"
"9740","WALKING_UPSTAIRS"
"9741","WALKING_UPSTAIRS"
"9742","WALKING_UPSTAIRS"
"9743","WALKING_UPSTAIRS"
"9744","WALKING_UPSTAIRS"
"9745","WALKING_UPSTAIRS"
"9746","WALKING_UPSTAIRS"
"9747","STANDING"
"9748","STANDING"
"9749","STANDING"
"9750","STANDING"
"9751","STANDING"
"9752","STANDING"
"9753","STANDING"
"9754","STANDING"
"9755","STANDING"
"9756","STANDING"
"9757","STANDING"
"9758","STANDING"
"9759","STANDING"
"9760","STANDING"
"9761","STANDING"
"9762","STANDING"
"9763","STANDING"
"9764","STANDING"
"9765","STANDING"
"9766","STANDING"
"9767","STANDING"
"9768","STANDING"
"9769","STANDING"
"9770","STANDING"
"9771","STANDING"
"9772","STANDING"
"9773","STANDING"
"9774","STANDING"
"9775","STANDING"
"9776","STANDING"
"9777","STANDING"
"9778","STANDING"
"9779","STANDING"
"9780","STANDING"
"9781","SITTING"
"9782","SITTING"
"9783","SITTING"
"9784","SITTING"
"9785","SITTING"
"9786","SITTING"
"9787","SITTING"
"9788","SITTING"
"9789","SITTING"
"9790","SITTING"
"9791","SITTING"
"9792","SITTING"
"9793","SITTING"
"9794","SITTING"
"9795","SITTING"
"9796","SITTING"
"9797","SITTING"
"9798","SITTING"
"9799","SITTING"
"9800","SITTING"
"9801","SITTING"
"9802","SITTING"
"9803","SITTING"
"9804","SITTING"
"9805","SITTING"
"9806","SITTING"
"9807","SITTING"
"9808","SITTING"
"9809","SITTING"
"9810","SITTING"
"9811","SITTING"
"9812","SITTING"
"9813","LAYING"
"9814","LAYING"
"9815","LAYING"
"9816","LAYING"
"9817","LAYING"
"9818","LAYING"
"9819","LAYING"
"9820","LAYING"
"9821","LAYING"
"9822","LAYING"
"9823","LAYING"
"9824","LAYING"
"9825","LAYING"
"9826","LAYING"
"9827","LAYING"
"9828","LAYING"
"9829","LAYING"
"9830","LAYING"
"9831","LAYING"
"9832","LAYING"
"9833","LAYING"
"9834","LAYING"
"9835","LAYING"
"9836","LAYING"
"9837","LAYING"
"9838","LAYING"
"9839","LAYING"
"9840","LAYING"
"9841","LAYING"
"9842","WALKING"
"9843","WALKING"
"9844","WALKING"
"9845","WALKING"
"9846","WALKING"
"9847","WALKING"
"9848","WALKING"
"9849","WALKING"
"9850","WALKING"
"9851","WALKING"
"9852","WALKING"
"9853","WALKING"
"9854","WALKING"
"9855","WALKING"
"9856","WALKING"
"9857","WALKING"
"9858","WALKING"
"9859","WALKING"
"9860","WALKING"
"9861","WALKING"
"9862","WALKING"
"9863","WALKING"
"9864","WALKING"
"9865","WALKING"
"9866","WALKING"
"9867","WALKING"
"9868","WALKING"
"9869","WALKING_DOWNSTAIRS"
"9870","WALKING_DOWNSTAIRS"
"9871","WALKING_DOWNSTAIRS"
"9872","WALKING_DOWNSTAIRS"
"9873","WALKING_DOWNSTAIRS"
"9874","WALKING_DOWNSTAIRS"
"9875","WALKING_DOWNSTAIRS"
"9876","WALKING_DOWNSTAIRS"
"9877","WALKING_DOWNSTAIRS"
"9878","WALKING_DOWNSTAIRS"
"9879","WALKING_DOWNSTAIRS"
"9880","WALKING_DOWNSTAIRS"
"9881","WALKING_DOWNSTAIRS"
"9882","WALKING_DOWNSTAIRS"
"9883","WALKING_DOWNSTAIRS"
"9884","WALKING_DOWNSTAIRS"
"9885","WALKING_DOWNSTAIRS"
"9886","WALKING_DOWNSTAIRS"
"9887","WALKING_DOWNSTAIRS"
"9888","WALKING_DOWNSTAIRS"
"9889","WALKING_DOWNSTAIRS"
"9890","WALKING_DOWNSTAIRS"
"9891","WALKING_DOWNSTAIRS"
"9892","WALKING_DOWNSTAIRS"
"9893","WALKING_UPSTAIRS"
"9894","WALKING_UPSTAIRS"
"9895","WALKING_UPSTAIRS"
"9896","WALKING_UPSTAIRS"
"9897","WALKING_UPSTAIRS"
"9898","WALKING_UPSTAIRS"
"9899","WALKING_UPSTAIRS"
"9900","WALKING_UPSTAIRS"
"9901","WALKING_UPSTAIRS"
"9902","WALKING_UPSTAIRS"
"9903","WALKING_UPSTAIRS"
"9904","WALKING_UPSTAIRS"
"9905","WALKING_UPSTAIRS"
"9906","WALKING_UPSTAIRS"
"9907","WALKING_UPSTAIRS"
"9908","WALKING_UPSTAIRS"
"9909","WALKING_UPSTAIRS"
"9910","WALKING_UPSTAIRS"
"9911","WALKING_UPSTAIRS"
"9912","WALKING_UPSTAIRS"
"9913","WALKING_UPSTAIRS"
"9914","WALKING_UPSTAIRS"
"9915","WALKING_UPSTAIRS"
"9916","WALKING_UPSTAIRS"
"9917","STANDING"
"9918","STANDING"
"9919","STANDING"
"9920","STANDING"
"9921","STANDING"
"9922","STANDING"
"9923","STANDING"
"9924","STANDING"
"9925","STANDING"
"9926","STANDING"
"9927","STANDING"
"9928","STANDING"
"9929","STANDING"
"9930","STANDING"
"9931","STANDING"
"9932","STANDING"
"9933","STANDING"
"9934","STANDING"
"9935","STANDING"
"9936","STANDING"
"9937","STANDING"
"9938","STANDING"
"9939","STANDING"
"9940","STANDING"
"9941","STANDING"
"9942","STANDING"
"9943","STANDING"
"9944","SITTING"
"9945","SITTING"
"9946","SITTING"
"9947","SITTING"
"9948","SITTING"
"9949","SITTING"
"9950","SITTING"
"9951","SITTING"
"9952","SITTING"
"9953","SITTING"
"9954","SITTING"
"9955","SITTING"
"9956","SITTING"
"9957","SITTING"
"9958","SITTING"
"9959","SITTING"
"9960","SITTING"
"9961","SITTING"
"9962","SITTING"
"9963","SITTING"
"9964","SITTING"
"9965","SITTING"
"9966","SITTING"
"9967","SITTING"
"9968","SITTING"
"9969","SITTING"
"9970","SITTING"
"9971","SITTING"
"9972","SITTING"
"9973","SITTING"
"9974","SITTING"
"9975","SITTING"
"9976","LAYING"
